Category,Color,Discount,Frequency of Purchases,Gender,Item,Location,Payment Method,Season,Shipping Type,Size,Subscription Status,Age,Customer,Previous Purchases,Review Rating,Sales (USD)
Footwear,Green,Yes,Fortnightly,Male,Shoes,Colorado,Cash,Fall,Courier,S,No,31,828,1,4.1,37.02
Clothing,Peach,Yes,Weekly,Male,Socks,Nevada,Card,Fall,Courier,M,No,24,829,2,3.7,53.82
Clothing,Silver,Yes,Fortnightly,Male,Socks,Idaho,Card,Spring,Courier,S,No,22,830,6,3.1,45.54
Clothing,Maroon,Yes,Fortnightly,Male,Shorts,Wyoming,Card,Fall,Courier,M,Yes,41,831,4,4.2,88.64
Accessories,Red,Yes,Monthly,Male,Gloves,Washington,Cash,Summer,Courier,M,No,66,832,0,4.3,55.94
Outerwear,Blue,Yes,Weekly,Male,Jacket,California,Cash,Fall,Courier,L,No,43,833,2,2.5,103.76
Accessories,Purple,Yes,Fortnightly,Male,Handbag,Oklahoma,Card,Fall,Courier,M,No,43,834,1,3.5,66.85
Accessories,Indigo,Yes,Weekly,Male,Backpack,Nevada,Card,Summer,Courier,M,No,19,835,4,3.1,155.93
Footwear,Indigo,Yes,Weekly,Male,Boots,Maryland,Card,Summer,Store Pickup,L,No,35,836,3,2.5,12.91
Accessories,Violet,Yes,Weekly,Male,Gloves,West Virginia,Cash,Winter,Store Pickup,L,Yes,23,837,3,3.9,165.91
Clothing,Brown,Yes,Monthly,Male,Hoodie,Illinois,Cash,Spring,Courier,L,Yes,25,838,1,4.9,14.3
Outerwear,Gray,Yes,Fortnightly,Male,Coat,Kentucky,Card,Spring,Courier,M,No,33,839,0,4.3,15.01
Clothing,Teal,Yes,Monthly,Male,Shirt,Illinois,Card,Spring,Courier,L,No,48,840,9,2.6,16.57
Clothing,Teal,Yes,Weekly,Male,Shirt,Alabama,Card,Summer,Courier,L,No,22,841,4,4.2,11.56
Clothing,Beige,Yes,Fortnightly,Male,Sweater,Texas,Card,Summer,Store Pickup,M,No,55,842,2,2.6,147.33
Clothing,Violet,Yes,Weekly,Male,Shirt,Missouri,Card,Spring,Courier,M,No,54,843,2,3.6,140.5
Clothing,Beige,Yes,Weekly,Male,Hoodie,Pennsylvania,Card,Summer,Courier,S,No,28,844,5,3.2,103.7
Footwear,Purple,Yes,Weekly,Male,Sandals,Missouri,Card,Winter,Courier,L,No,54,845,0,4.4,33.22
Accessories,Charcoal,Yes,Monthly,Male,Belt,Michigan,Card,Winter,Courier,XL,No,31,846,1,3.7,9.69
Footwear,Pink,Yes,Quarterly,Male,Boots,Kentucky,Card,Spring,Courier,M,No,49,847,0,3.7,76.83
Clothing,Blue,Yes,Monthly,Male,Hoodie,New Jersey,Card,Fall,Courier,L,No,28,848,1,4.1,28.72
Footwear,Lavender,Yes,Weekly,Male,Sandals,Delaware,Card,Fall,Store Pickup,M,No,48,849,1,3.6,79.84
Clothing,Charcoal,Yes,Quarterly,Male,Jeans,Missouri,Card,Spring,Courier,S,No,23,850,2,4.3,52.12
Footwear,Red,Yes,Monthly,Male,Sandals,Massachusetts,Card,Summer,Courier,M,No,35,852,4,2.9,134.63
Clothing,Yellow,Yes,Monthly,Male,Dress,Florida,Card,Spring,Store Pickup,L,No,34,853,3,4.2,50.53
Accessories,Orange,Yes,Monthly,Male,Hat,Delaware,Cash,Winter,Courier,L,No,25,854,0,4,27.6
Clothing,Blue,Yes,Monthly,Male,Pants,California,Card,Spring,Courier,L,No,21,855,3,4.3,28.71
Clothing,Gold,Yes,Quarterly,Male,Socks,Oregon,Card,Spring,Courier,L,No,70,856,6,3,88.6
Clothing,Gold,Yes,Fortnightly,Male,Shirt,Alaska,Card,Summer,Courier,M,No,55,857,0,3.5,18.25
Clothing,Cyan,Yes,Monthly,Male,Shorts,Missouri,Card,Fall,Courier,L,No,43,858,0,3,50.27
Outerwear,Olive,Yes,Weekly,Male,Jacket,Oklahoma,Card,Fall,Courier,L,No,19,859,1,3.1,12.91
Clothing,Teal,Yes,Monthly,Male,Hoodie,Wisconsin,Card,Winter,Store Pickup,M,No,33,860,6,4,79.8
Footwear,Maroon,Yes,Monthly,Male,Shoes,South Carolina,Cash,Spring,Courier,M,Yes,26,861,2,4.1,140.39
Clothing,Green,Yes,Monthly,Male,Skirt,Virginia,Card,Spring,Courier,XL,Yes,26,862,0,3.3,854.17
Outerwear,Charcoal,Yes,Fortnightly,Male,Coat,Arkansas,Card,Winter,Courier,M,Yes,19,863,6,4.9,123.27
Footwear,Cyan,Yes,Fortnightly,Male,Sneakers,Vermont,Card,Summer,Courier,M,No,49,864,0,3.9,25.59
Clothing,Charcoal,Yes,Fortnightly,Male,Jeans,Kentucky,Card,Winter,Store Pickup,S,No,27,865,4,3.9,48.72
Clothing,Charcoal,Yes,Fortnightly,Male,Blouse,Colorado,Card,Winter,Store Pickup,L,Yes,64,866,3,4.8,12.9
Accessories,Lavender,Yes,Weekly,Male,Sunglasses,New Mexico,Card,Summer,Courier,M,No,31,867,1,2.7,68.97
Outerwear,Turquoise,Yes,Fortnightly,Male,Jacket,Colorado,Cash,Spring,Courier,M,No,37,868,3,3.1,9.09
Clothing,Green,Yes,Monthly,Male,Dress,North Carolina,Card,Summer,Store Pickup,M,No,40,869,1,3.2,118.38
Accessories,Silver,Yes,Weekly,Male,Hat,New Hampshire,Card,Spring,Courier,M,No,38,870,1,2.7,41.05
Clothing,Blue,Yes,Weekly,Male,Hoodie,West Virginia,Cash,Fall,Courier,M,No,66,871,5,2.5,62.12
Accessories,Charcoal,Yes,Quarterly,Male,Handbag,Hawaii,Card,Spring,Store Pickup,M,No,33,872,0,2.6,26.59
Clothing,Pink,Yes,Quarterly,Male,Jeans,North Dakota,Cash,Spring,Courier,M,No,56,873,2,2.9,18.25
Footwear,Pink,Yes,Quarterly,Male,Boots,Mississippi,Card,Summer,Courier,M,Yes,27,874,2,4.2,92.25
Outerwear,Magenta,Yes,Monthly,Male,Jacket,Maine,Card,Fall,Courier,M,Yes,25,875,1,4.4,59.93
Footwear,Gray,Yes,Monthly,Male,Sandals,North Dakota,Cash,Summer,Courier,L,No,37,876,6,4.1,23.56
Accessories,Gray,Yes,Weekly,Male,Belt,Nebraska,Card,Summer,Courier,L,No,41,877,0,3.8,37.01
Accessories,Orange,Yes,Monthly,Male,Handbag,Nebraska,Card,Winter,Store Pickup,M,Yes,64,878,0,4.9,59.91
Accessories,Black,Yes,Weekly,Male,Sunglasses,Tennessee,Card,Summer,Courier,S,Yes,23,879,0,4.9,155.78
Clothing,Lavender,Yes,Quarterly,Male,Skirt,Wyoming,Card,Spring,Courier,S,Yes,25,880,6,4.1,88.55
Accessories,Red,Yes,Monthly,Male,Backpack,Nevada,Card,Spring,Courier,L,No,39,881,2,3.1,85.75
Footwear,Silver,Yes,Fortnightly,Male,Sandals,South Carolina,Card,Summer,Store Pickup,M,No,19,882,4,2.7,52.1
Footwear,Cyan,Yes,Monthly,Male,Boots,Virginia,Cash,Fall,Store Pickup,M,No,50,883,0,3.8,19.9
Footwear,Gold,Yes,Monthly,Male,Sneakers,Pennsylvania,Cash,Fall,Courier,S,No,28,884,1,4.3,21.76
Clothing,Yellow,Yes,Weekly,Male,Skirt,Hawaii,Cash,Winter,Courier,L,Yes,31,885,1,4.1,177.53
Clothing,Purple,Yes,Monthly,Male,Dress,Ohio,Card,Fall,Courier,L,Yes,41,886,0,4.4,527.39
Clothing,Brown,Yes,Monthly,Male,Shorts,Utah,Cash,Summer,Courier,S,No,19,887,0,3.6,41.04
Accessories,Turquoise,Yes,Fortnightly,Male,Handbag,Minnesota,Card,Winter,Courier,L,No,70,888,1,3.3,32.04
Accessories,Gold,Yes,Fortnightly,Male,Scarf,New Hampshire,Cash,Spring,Courier,S,No,49,889,0,3.6,92.2
Accessories,Olive,Yes,Weekly,Male,Belt,Arizona,Card,Fall,Courier,S,No,54,890,0,2.8,123.19
Accessories,Purple,Yes,Monthly,Male,Gloves,New York,Card,Spring,Courier,S,No,19,891,0,4.3,37
Clothing,Lavender,Yes,Monthly,Male,Skirt,Pennsylvania,Card,Summer,Store Pickup,S,No,20,892,2,3.9,12.9
Clothing,Gray,Yes,Monthly,Male,Shorts,New Mexico,Card,Summer,Courier,L,No,31,893,0,2.7,57.97
Accessories,Red,Yes,Monthly,Male,Backpack,Nebraska,Card,Spring,Courier,M,Yes,33,894,6,4.7,36.99
Clothing,Purple,Yes,Quarterly,Male,Hoodie,Wyoming,Card,Spring,Courier,L,No,24,895,2,3.8,50.49
Accessories,Olive,Yes,Quarterly,Male,Hat,Mississippi,Card,Spring,Store Pickup,XL,Yes,40,896,1,4.7,68.94
Accessories,Lavender,Yes,Fortnightly,Male,Jewelry,Arkansas,Cash,Spring,Courier,M,Yes,33,897,0,4.7,15.01
Clothing,Gray,Yes,Weekly,Male,Shirt,Illinois,Card,Spring,Courier,M,No,29,898,0,3.4,177.34
Accessories,Red,Yes,Monthly,Male,Belt,Nevada,Cash,Spring,Courier,L,No,21,899,4,3.5,71.48
Clothing,Peach,Yes,Fortnightly,Male,Sweater,Rhode Island,Card,Summer,Courier,M,No,28,900,3,4,47.18
Accessories,Gray,Yes,Quarterly,Male,Hat,West Virginia,Cash,Fall,Courier,L,Yes,21,901,0,3.3,388.47
Accessories,Violet,Yes,Monthly,Male,Scarf,Missouri,Cash,Summer,Courier,L,Yes,60,902,1,4.7,66.82
Accessories,Beige,Yes,Monthly,Male,Hat,Kentucky,Cash,Summer,Store Pickup,M,No,43,903,4,2.8,28.7
Outerwear,Blue,Yes,Quarterly,Male,Jacket,Washington,Card,Winter,Courier,M,No,24,904,2,3.3,29.8
Clothing,Magenta,Yes,Monthly,Male,T-shirt,Alaska,Card,Spring,Courier,L,No,33,905,0,2.9,522.94
Clothing,Cyan,Yes,Fortnightly,Male,Dress,Mississippi,Card,Spring,Courier,S,No,26,906,5,2.8,66.8
Clothing,Red,Yes,Weekly,Male,Pants,South Carolina,Card,Spring,Courier,M,No,41,907,3,4.2,44.05
Clothing,Cyan,Yes,Weekly,Male,Sweater,Missouri,Card,Winter,Courier,L,No,32,908,1,4.4,27.59
Accessories,Turquoise,Yes,Monthly,Male,Sunglasses,New Jersey,Card,Winter,Courier,M,Yes,26,909,2,3.6,278.61
Accessories,Silver,Yes,Weekly,Male,Belt,Louisiana,Card,Fall,Courier,L,No,36,910,0,2.7,44.03
Clothing,Pink,Yes,Monthly,Male,Hoodie,South Carolina,Card,Spring,Courier,S,No,49,911,3,3.4,12.24
Clothing,Black,Yes,Quarterly,Male,Pants,Vermont,Cash,Winter,Courier,M,No,28,912,1,2.8,82.52
Clothing,Green,Yes,Monthly,Male,Hoodie,Arkansas,Cash,Winter,Store Pickup,M,No,24,913,1,3.4,44.02
Footwear,Yellow,Yes,Monthly,Male,Sneakers,Utah,Cash,Fall,Store Pickup,M,No,37,914,1,2.6,32.02
Clothing,Purple,Yes,Monthly,Male,Dress,Washington,Card,Summer,Courier,L,No,43,915,2,4.1,64.31
Clothing,Purple,Yes,Fortnightly,Male,Dress,Rhode Island,Card,Winter,Store Pickup,L,No,31,916,1,2.9,10.27
Clothing,Blue,Yes,Monthly,Male,Jeans,Illinois,Card,Spring,Courier,S,No,49,917,5,2.7,19.08
Clothing,Maroon,Yes,Quarterly,Male,Sweater,Missouri,Cash,Spring,Courier,M,No,33,918,1,3.7,57.94
Clothing,Orange,Yes,Fortnightly,Male,Shorts,North Carolina,Cash,Spring,Courier,M,No,28,919,9,4.3,26.59
Clothing,Green,Yes,Weekly,Male,Shirt,Massachusetts,Card,Winter,Courier,L,No,41,920,4,2.6,113.27
Accessories,Gold,Yes,Weekly,Male,Belt,Arkansas,Cash,Summer,Courier,XL,Yes,37,921,0,4.3,108.05
Outerwear,Silver,Yes,Weekly,Male,Coat,South Dakota,Card,Summer,Courier,L,No,70,922,4,4.1,11.56
Footwear,Cyan,Yes,Monthly,Male,Sneakers,Georgia,Card,Fall,Courier,M,No,34,923,6,4.2,50.47
Clothing,Silver,Yes,Weekly,Male,Shirt,Arkansas,Card,Spring,Courier,M,No,55,924,6,4.2,11.55
Clothing,Beige,Yes,Quarterly,Male,Socks,Kansas,Cash,Winter,Courier,XL,No,19,925,0,3.1,95.54
Clothing,Teal,Yes,Monthly,Male,Jeans,Arizona,Cash,Winter,Courier,L,Yes,22,926,7,4.9,147.21
Clothing,Green,Yes,Weekly,Male,Jeans,Massachusetts,Cash,Spring,Courier,XL,Yes,21,927,1,4.4,55.92
Accessories,Turquoise,Yes,Quarterly,Male,Backpack,New Mexico,Card,Winter,Courier,XL,No,21,927,1,4.1,21.75
Footwear,Black,Yes,Weekly,Male,Sneakers,New Mexico,Card,Summer,Courier,L,Yes,28,928,7,4.4,95.49
Clothing,Yellow,Yes,Monthly,Male,Dress,Arkansas,Cash,Winter,Store Pickup,XL,No,31,929,1,3.4,21.76
Footwear,White,Yes,Fortnightly,Male,Boots,Nebraska,Card,Fall,Courier,M,Yes,54,930,2,4.5,218.34
Clothing,Green,Yes,Weekly,Male,T-shirt,Hawaii,Card,Fall,Store Pickup,L,Yes,26,931,3,4.5,95.43
Outerwear,Silver,Yes,Fortnightly,Male,Coat,Nebraska,Cash,Winter,Courier,M,No,24,932,2,4.1,20.84
Clothing,Blue,Yes,Weekly,Male,Skirt,Indiana,Card,Winter,Courier,L,No,25,933,0,3.2,11.55
Footwear,Magenta,Yes,Monthly,Male,Sneakers,Colorado,Card,Spring,Store Pickup,M,No,70,934,1,2.7,123.1
Clothing,Yellow,Yes,Monthly,Male,Jeans,Oregon,Cash,Spring,Courier,S,No,45,935,3,3.7,32.01
Clothing,White,Yes,Fortnightly,Male,Hoodie,Ohio,Cash,Fall,Store Pickup,L,No,43,936,1,2.6,36.97
Footwear,Pink,Yes,Weekly,Male,Shoes,Maine,Cash,Summer,Courier,M,No,31,937,2,2.7,123.02
Clothing,Magenta,Yes,Quarterly,Male,Shorts,Iowa,Card,Summer,Courier,M,No,32,938,4,2.7,11.55
Clothing,Teal,Yes,Fortnightly,Male,Blouse,Wisconsin,Card,Fall,Courier,S,Yes,36,939,3,4.8,319.99
Clothing,Indigo,Yes,Monthly,Male,T-shirt,New York,Card,Winter,Store Pickup,L,Yes,25,940,2,4.8,155.64
Accessories,Maroon,Yes,Monthly,Male,Belt,Colorado,Card,Spring,Store Pickup,S,No,48,941,5,2.6,28.69
Accessories,Black,Yes,Monthly,Male,Handbag,Illinois,Card,Winter,Courier,L,Yes,39,942,0,4.5,19.89
Clothing,Cyan,Yes,Weekly,Male,Dress,Arizona,Card,Winter,Courier,M,No,26,943,0,3.2,177.15
Accessories,Cyan,Yes,Fortnightly,Male,Hat,Oklahoma,Card,Winter,Store Pickup,L,No,32,944,6,3.8,55.89
Accessories,Gray,Yes,Weekly,Male,Belt,Indiana,Cash,Spring,Courier,S,Yes,21,945,0,4.8,319.05
Footwear,Violet,Yes,Monthly,Male,Boots,Minnesota,Card,Summer,Store Pickup,M,No,38,946,7,4.1,22.71
Outerwear,Blue,Yes,Quarterly,Male,Coat,Pennsylvania,Card,Spring,Store Pickup,XL,No,26,947,3,2.8,11.54
Clothing,Charcoal,Yes,Monthly,Male,Blouse,Indiana,Cash,Winter,Store Pickup,M,No,24,948,5,3.9,17.4
Accessories,Olive,Yes,Monthly,Male,Hat,Alabama,Card,Summer,Courier,L,Yes,49,949,1,4.9,165.75
Clothing,Olive,Yes,Monthly,Male,Jeans,Montana,Card,Summer,Courier,M,No,33,950,0,3.4,20.83
Clothing,Cyan,Yes,Monthly,Male,Dress,Alaska,Cash,Summer,Courier,M,No,33,952,1,2.9,36.96
Accessories,Red,Yes,Monthly,Male,Hat,Idaho,Card,Fall,Courier,S,No,36,953,2,3.1,74.23
Accessories,Cyan,Yes,Quarterly,Male,Sunglasses,Utah,Card,Spring,Courier,S,No,30,954,0,3.6,35.57
Accessories,Turquoise,Yes,Monthly,Male,Hat,Louisiana,Card,Fall,Courier,S,No,60,955,4,3.5,82.48
Clothing,Lavender,Yes,Monthly,Male,Dress,Mississippi,Card,Summer,Courier,L,No,55,956,3,3.4,85.71
Clothing,Cyan,Yes,Quarterly,Male,Shirt,Mississippi,Card,Spring,Courier,XL,No,29,957,0,2.9,274.4
Accessories,Violet,Yes,Quarterly,Male,Scarf,Indiana,Cash,Spring,Store Pickup,XL,Yes,38,958,9,4.7,10.93
Footwear,Beige,Yes,Weekly,Male,Sneakers,Washington,Card,Winter,Courier,XL,No,70,959,1,4.4,39.77
Clothing,Cyan,Yes,Fortnightly,Male,Skirt,Nevada,Cash,Spring,Courier,M,No,36,960,8,2.6,270.29
Accessories,Indigo,Yes,Quarterly,Male,Jewelry,Louisiana,Card,Spring,Courier,XL,No,18,961,3,4.4,33.21
Footwear,Olive,Yes,Quarterly,Male,Boots,Pennsylvania,Card,Fall,Store Pickup,L,No,25,962,0,3.7,76.79
Accessories,Green,Yes,Fortnightly,Male,Sunglasses,Michigan,Card,Spring,Courier,L,Yes,29,963,2,4.4,57.92
Footwear,Green,Yes,Weekly,Male,Boots,South Carolina,Card,Spring,Courier,L,No,21,964,6,2.5,55.87
Footwear,Beige,Yes,Weekly,Male,Sandals,Arizona,Card,Spring,Store Pickup,M,No,22,965,8,2.6,36.95
Footwear,Black,Yes,Fortnightly,Male,Boots,Delaware,Card,Spring,Store Pickup,L,Yes,43,966,9,5,42.48
Clothing,Brown,Yes,Fortnightly,Male,Dress,Kentucky,Cash,Spring,Courier,M,Yes,43,967,4,4.9,42.47
Clothing,Silver,Yes,Weekly,Male,Hoodie,Georgia,Cash,Summer,Store Pickup,S,No,27,968,3,3.7,12.89
Clothing,Gray,Yes,Quarterly,Male,Shorts,North Carolina,Cash,Summer,Store Pickup,L,No,24,969,0,3.1,64.29
Outerwear,Pink,Yes,Monthly,Male,Coat,California,Card,Fall,Courier,S,No,40,970,0,3.2,16.56
Clothing,Maroon,Yes,Monthly,Male,Jeans,California,Cash,Winter,Courier,S,Yes,45,971,3,4.4,62.09
Accessories,Cyan,Yes,Weekly,Male,Sunglasses,Indiana,Card,Summer,Store Pickup,M,No,33,972,5,4.3,64.26
Footwear,Gold,Yes,Weekly,Male,Sneakers,Colorado,Card,Winter,Courier,L,No,36,973,1,3,52.08
Outerwear,Teal,Yes,Quarterly,Male,Jacket,Colorado,Cash,Fall,Courier,M,No,60,974,1,3.5,85.66
Clothing,Beige,Yes,Monthly,Male,Skirt,North Carolina,Cash,Spring,Courier,M,No,33,975,3,3.6,165.58
Clothing,Olive,Yes,Weekly,Male,Sweater,Washington,Cash,Summer,Courier,M,No,43,976,1,3.8,24.56
Clothing,Gray,Yes,Monthly,Male,T-shirt,Florida,Card,Fall,Courier,M,No,34,977,0,3.6,165.42
Accessories,Black,Yes,Weekly,Male,Belt,Washington,Cash,Spring,Courier,M,Yes,20,978,1,4.6,9.09
Accessories,Turquoise,Yes,Weekly,Male,Gloves,Colorado,Card,Summer,Courier,M,No,56,979,1,2.5,24.56
Accessories,Brown,Yes,Monthly,Male,Hat,New Hampshire,Card,Fall,Store Pickup,S,No,64,980,1,3.5,18.24
Footwear,Magenta,Yes,Monthly,Male,Boots,Maryland,Card,Spring,Courier,S,Yes,56,981,0,4,386.76
Accessories,Silver,Yes,Quarterly,Male,Belt,Maryland,Card,Spring,Store Pickup,M,No,27,982,0,3.5,26.58
Outerwear,Red,Yes,Monthly,Male,Coat,Texas,Card,Summer,Courier,S,No,35,983,0,3.2,53.79
Accessories,Indigo,Yes,Weekly,Male,Hat,New Mexico,Card,Winter,Courier,L,No,24,984,0,3.5,29.79
Footwear,Green,Yes,Weekly,Male,Shoes,Utah,Card,Summer,Courier,M,No,26,985,7,3.4,95.38
Accessories,Gray,Yes,Fortnightly,Male,Handbag,West Virginia,Cash,Fall,Courier,M,Yes,32,986,8,5,103.64
Accessories,Peach,Yes,Monthly,Male,Scarf,Connecticut,Cash,Spring,Store Pickup,S,Yes,21,987,0,4.5,273.26
Accessories,Charcoal,Yes,Weekly,Male,Handbag,West Virginia,Card,Summer,Courier,M,No,25,988,0,2.8,32
Clothing,Orange,Yes,Fortnightly,Male,Pants,Ohio,Card,Winter,Courier,M,Yes,50,989,0,4.9,122.93
Footwear,Beige,Yes,Monthly,Male,Shoes,Texas,Cash,Spring,Store Pickup,M,No,70,990,1,3.1,16.56
Accessories,Yellow,Yes,Weekly,Male,Sunglasses,Washington,Cash,Spring,Store Pickup,S,Yes,48,991,2,4.8,55.85
Clothing,White,Yes,Weekly,Male,Shorts,Wisconsin,Cash,Spring,Courier,XL,No,20,992,0,2.7,318.11
Outerwear,Gray,Yes,Weekly,Male,Jacket,Louisiana,Card,Winter,Courier,M,Yes,26,993,0,4.6,506.29
Footwear,Peach,Yes,Weekly,Male,Sandals,Iowa,Cash,Winter,Store Pickup,M,Yes,27,994,2,4.4,165.26
Footwear,Violet,Yes,Monthly,Male,Shoes,New York,Card,Fall,Courier,L,No,28,995,3,3.2,66.77
Accessories,Magenta,Yes,Weekly,Male,Jewelry,Idaho,Card,Spring,Courier,M,No,24,996,1,3,103.58
Footwear,Maroon,Yes,Quarterly,Male,Sandals,Delaware,Cash,Summer,Courier,L,Yes,29,997,1,4.9,176.96
Clothing,Cyan,Yes,Fortnightly,Male,Pants,Kentucky,Cash,Spring,Courier,M,No,64,998,1,3.6,15.78
Footwear,White,Yes,Weekly,Male,Shoes,Connecticut,Cash,Spring,Store Pickup,M,Yes,27,999,0,3.8,165.1
Clothing,Brown,Yes,Monthly,Male,Socks,New Mexico,Card,Spring,Courier,L,No,50,1000,3,2.9,14.3
Accessories,Olive,No,Fortnightly,Female,Gloves,South Carolina,Card,Fall,Courier,L,No,33,3405,1,3.9,18.92
Accessories,Brown,No,Fortnightly,Female,Handbag,Florida,Card,Fall,Courier,L,No,32,2827,3,3.6,27.45
Accessories,Green,No,Monthly,Female,Backpack,California,Card,Fall,Courier,L,No,27,3063,0,3.3,256.39
Accessories,Beige,No,Monthly,Female,Belt,Missouri,Card,Fall,Courier,L,No,55,3178,1,3.2,38.09
Accessories,Lavender,No,Quarterly,Female,Scarf,Tennessee,Card,Fall,Courier,L,No,25,2829,1,2.6,116.44
Accessories,Magenta,No,Weekly,Female,Handbag,Maryland,Card,Fall,Courier,L,No,45,3441,1,4.3,55.05
Accessories,Charcoal,No,Weekly,Female,Hat,New Mexico,Card,Fall,Courier,L,No,50,3608,3,3.3,192.48
Accessories,Red,No,Monthly,Female,Sunglasses,Nebraska,Card,Spring,Courier,L,No,30,2712,0,4,10.2
Accessories,Peach,No,Quarterly,Female,Jewelry,New York,Card,Spring,Courier,L,No,26,3073,0,3.1,338.82
Accessories,Green,No,Quarterly,Female,Belt,New Jersey,Card,Spring,Courier,L,No,26,3898,2,2.9,18.03
Accessories,Violet,No,Quarterly,Female,Jewelry,West Virginia,Card,Spring,Courier,L,No,30,3459,2,3.4,21.52
Accessories,Red,No,Weekly,Female,Gloves,Texas,Card,Spring,Courier,L,No,45,2985,0,4.3,17.23
Accessories,Black,No,Weekly,Female,Sunglasses,Oklahoma,Card,Spring,Courier,L,No,25,3531,0,3.4,29.5
Accessories,Teal,No,Weekly,Female,Belt,Illinois,Card,Spring,Courier,L,No,39,2670,1,2.8,14.2
Accessories,Blue,No,Weekly,Female,Hat,Utah,Card,Spring,Courier,L,No,22,2887,1,4.2,18.07
Accessories,Yellow,No,Weekly,Female,Belt,Pennsylvania,Card,Spring,Courier,L,No,70,2779,2,3.2,45.21
Accessories,Silver,No,Weekly,Female,Scarf,Georgia,Card,Spring,Courier,L,No,56,3882,4,2.8,12.08
Accessories,Green,No,Fortnightly,Female,Gloves,Arizona,Card,Summer,Courier,L,No,27,3770,1,3.6,137.56
Accessories,Magenta,No,Fortnightly,Female,Scarf,Pennsylvania,Card,Summer,Courier,L,No,19,3548,3,3.8,16.4
Accessories,Indigo,No,Fortnightly,Female,Jewelry,Michigan,Card,Summer,Courier,L,No,35,3893,4,3.5,132.13
Accessories,Silver,No,Monthly,Female,Backpack,Colorado,Card,Summer,Courier,L,No,38,3646,1,3.4,159.12
Accessories,Green,No,Monthly,Female,Scarf,Florida,Card,Summer,Courier,L,No,33,3425,3,3.6,57.12
Accessories,Charcoal,No,Quarterly,Female,Scarf,Alabama,Card,Summer,Courier,L,No,19,3595,1,2.6,137.77
Accessories,Gold,No,Weekly,Female,Sunglasses,New Jersey,Card,Summer,Courier,L,No,54,2755,3,3.6,27.76
Accessories,Maroon,No,Fortnightly,Female,Belt,Wisconsin,Card,Winter,Courier,L,No,24,3197,3,2.8,48.22
Accessories,Blue,No,Fortnightly,Female,Sunglasses,Montana,Card,Winter,Courier,L,No,36,2780,6,4.3,61.5
Accessories,Silver,No,Monthly,Female,Hat,Georgia,Card,Winter,Courier,L,No,64,3844,0,4,72.76
Accessories,Violet,No,Monthly,Female,Hat,Minnesota,Card,Winter,Courier,L,No,22,2757,0,4.1,10.81
Accessories,Charcoal,No,Monthly,Female,Jewelry,Connecticut,Card,Winter,Courier,L,No,30,2848,2,2.8,9.62
Accessories,Beige,No,Quarterly,Female,Sunglasses,Kentucky,Card,Winter,Courier,L,No,45,2923,5,3.5,65.94
Accessories,Peach,No,Weekly,Female,Backpack,Nevada,Card,Winter,Courier,L,No,24,3402,0,3.4,73.09
Accessories,Peach,No,Weekly,Female,Gloves,Pennsylvania,Card,Winter,Courier,L,No,36,3199,0,2.8,208.67
Accessories,Indigo,No,Weekly,Female,Jewelry,Indiana,Card,Winter,Courier,L,No,36,3209,0,3.3,15.66
Accessories,Blue,No,Weekly,Female,Belt,Michigan,Card,Winter,Courier,L,No,33,2727,1,3.3,183.69
Accessories,Yellow,No,Fortnightly,Female,Jewelry,Maine,Card,Fall,Courier,M,No,27,3464,0,2.8,13.48
Accessories,Magenta,No,Fortnightly,Female,Scarf,Missouri,Card,Fall,Courier,M,No,66,3818,0,2.6,170.45
Accessories,Violet,No,Fortnightly,Female,Backpack,Delaware,Card,Fall,Courier,M,No,34,3749,2,3.9,12.09
Accessories,Teal,No,Fortnightly,Female,Belt,Idaho,Card,Fall,Courier,M,No,22,3013,5,3.5,59.49
Accessories,Yellow,No,Fortnightly,Female,Gloves,Iowa,Card,Fall,Courier,M,No,43,2792,6,2.8,50.11
Accessories,Brown,No,Fortnightly,Female,Backpack,Nebraska,Card,Fall,Courier,M,No,36,3254,7,3.2,50.03
Accessories,Brown,No,Fortnightly,Female,Hat,Maine,Card,Fall,Courier,M,No,32,3816,8,4.3,28.33
Accessories,Lavender,No,Monthly,Female,Belt,Kentucky,Card,Fall,Courier,M,No,48,3618,1,4.3,31.75
Accessories,Peach,No,Monthly,Female,Scarf,Oregon,Card,Fall,Courier,M,No,50,3365,6,3.2,18.05
Accessories,Green,No,Quarterly,Female,Handbag,West Virginia,Card,Fall,Courier,M,No,28,2764,0,2.9,38.15
Accessories,Green,No,Quarterly,Female,Scarf,New Jersey,Card,Fall,Courier,M,No,48,3806,1,3.1,45.01
Accessories,Peach,No,Quarterly,Female,Hat,South Carolina,Card,Fall,Courier,M,No,21,3721,6,3.6,43.39
Accessories,Maroon,No,Weekly,Female,Gloves,Nevada,Card,Fall,Courier,M,No,28,3619,0,4,63.35
Accessories,Olive,No,Weekly,Female,Sunglasses,Idaho,Card,Fall,Courier,M,No,38,3740,0,4.2,16.37
Accessories,Silver,No,Weekly,Female,Sunglasses,Oregon,Card,Fall,Courier,M,No,24,3218,0,3.4,46.68
Accessories,Lavender,No,Weekly,Female,Belt,Indiana,Card,Fall,Courier,M,No,45,3234,1,3.8,81.72
Accessories,Orange,No,Weekly,Female,Hat,Tennessee,Card,Fall,Courier,M,No,50,2696,1,3.6,184.1
Accessories,Gold,No,Weekly,Female,Gloves,Illinois,Card,Fall,Courier,M,No,35,3708,4,3.4,97.62
